creator_id,id,bunny_video_id,creator_name,source_url,caption,transcript,views,likes,shares,saves,restaurant,address,km_from_downtown,creator_rank
0e0de8d1-0964-4b25-9fa9-42c13dede118,dbb888ce-86c8-4b15-b348-475e9cccb45b,2f8499a7-3dab-46c1-b634-4e2524df8f55,insta.noodls,https://www.tiktok.com/@insta.noodls/video/7063293401680104710,I think I’m officially an influencer #ramen #box #maruchan #tiktokfood,N/A,31200000,4500000,103800,137500,Tsujita LA Artisan Noodles,"2057 Sawtelle Blvd, Los Angeles, CA 90025, United States",18.42363507773,1
0e0de8d1-0964-4b25-9fa9-42c13dede118,e06d7373-f1c4-4285-9c04-d169ed938b1c,58ac5efb-082b-4e51-aa44-8c710ff45f6b,insta.noodls,https://www.tiktok.com/@insta.noodls/video/7043579208945224966,@doobydobap showed me the way #ramen #shinramyun #chilioil #foodtiktok #ramenhacks,N/A,16900000,1900000,152000,272200,Daikokuya Little Tokyo,"327 1st St, Los Angeles, CA 90012, United States",0.41536874279,2
93b15882-2480-44d0-9754-dd8499497c39,29128589-bd82-4961-8e87-5dc39d45099b,null,brazilianfoodie,https://www.tiktok.com/@brazilianfoodie/video/6969026225855663366,#DoYouYuzu #classof2021 #fyp #todayislove #diyhomedecor #revealcake #genderreveal #genderrevealparty #cake #cakevideotutorial #cakeart #cakerecipe,N/A,16400000,1500000,2729,11800,Sushi Yuzu,"10118 Riverside Dr, Toluca Lake, CA 91602, United States",14.88128824939,1
0e0de8d1-0964-4b25-9fa9-42c13dede118,1823215d-f892-4a50-bf4a-8b41b40ce8a1,dc16750e-49df-4cdf-a0bb-f00d26320f47,insta.noodls,https://www.tiktok.com/@insta.noodls/video/7106288217065934085,Reply to @w0lfl0ver09  eating ramen brings back memories of my childhood ib: @chila_quila,N/A,7900000,727400,330,22000,Don Chilaquiles,"601 S Vermont Ave, Los Angeles, CA 90005, United States",4.61683652566,3
ee21ebda-a270-4f62-b81b-c960e148870b,99832a81-cccf-42e5-b414-05cdab8f4bec,0faceabc-4c5d-4d38-afd8-eb653ade0ee1,how.kev.eats,https://www.tiktok.com/@how.kev.eats/video/7321428483618475310,"Finally trying Eggslut for the very first time! #foodreview #mukbang ","This is apparently the best breakfast sandwich in LA. Finally, trying egg slut for the very first time. Look at the amount of bacon in that. Cheers. Cheers. Low key all I taste is bacon, but I'm not mad about it. Ho ho ho. The eggs are really nice and ribby-nie. I just wish there was a little bit more of it in there. The bacon is beautifully crispy. And typically I'm not the biggest fan of Brioche buns, but this one is fantastic. And next up, their Truffle Hash Brown. This is really good. It's just missing some salt. This is a racha mayo, which looks really good. Oh, brother, that is good. Let's sum it up on the sandwich. Look at that bite. The sandwich I would give an 8.8. Hash Brown's got a 7.8. If this just had some salt on it, it would probably be up there as well. Bringing this all to an 8.3 out of 10. Hm.",6300000,636000,10700,40200,Eggslut,"317 S Broadway, Los Angeles, CA 90013, USA",0.4872104294,1
0e0de8d1-0964-4b25-9fa9-42c13dede118,3ce14d59-80ef-461a-a94e-07307f7d6c0a,e90372d4-d4fb-4fda-acfe-f1c79952d338,insta.noodls,https://www.tiktok.com/@insta.noodls/video/7150089667034025221,"Replying to @The Ramen Guy my wife tries the creamy cheesy spicy carbonara fire noodles ","Start Time	End Time	Subtitle
00:00:00	00:00:03	my wife tries and rates my ramen hacks part 3.
00:00:03	00:00:06	this time we're gonna try the Cream Carbonara
00:00:06	00:00:07	Spicy Samyang Noodles.
00:00:07	00:00:11	we found this ramen hack on TikTok and look pretty good.
00:00:11	00:00:13	you need the Spicy Carbonara Samyang Noodles,
00:00:13	00:00:16	some sour cream and some cheese,
00:00:16	00:00:17	and that's it
00:00:17	00:00:20	it ends up being extra creamy, extra cheesy.
00:00:20	00:00:22	but what does my wife think?
00:00:24	00:00:30	mmm. what would you rate it? like 9. what?",6100000,602900,10100,94300,Daikokuya Little Tokyo,"327 1st St, Los Angeles, CA 90012, United States",0.41536874279,4
ee21ebda-a270-4f62-b81b-c960e148870b,6983ce55-41bd-4939-8f64-f0cb9a374e61,af2156e0-c17d-47cf-a076-d2a14b6b0d14,how.kev.eats,https://www.tiktok.com/@how.kev.eats/video/7353334837530397995,"Finally trying this Butter Chicken & Pizza combo thanks to @Anidas | Foodie #foodreview #mukbang ","You guys tagged me up and down the internet telling me to try this trend. So I'm trying pizza and butter chicken. God, look at that. Oh my fucking god. Look at that nice char. Mmm. Some of you may be asking the obvious question, Peb, why the fuck would you do this rain this t-shirt? I don't know if I have an answer for you. My god damn is this good. My only real concern about this was the pizza sauce, but there's already a lot of tomato in this, so it actually goes to the gutter pretty well. Anarboc has the best butter chicken all across Los Angeles. The pizza at Mulberry Pizza Street used to be way better. And this still tastes good. Mmm. But is it better than the Papusa combo? The butter chicken is carrying this combo pretty hard. A lot like LeBron is carrying Darwin Ham's career. You'll also get the cortito, which is the pickled cabbage, which just adds a whole other layer of nut-worthy flavor. Come definitely handing it to the Papusa. But that's how this is still an outstanding duo. I'll give this combo an 8.3 out of 10. Mmm.",5700000,430900,17600,21200,Mulberry Street Pizzeria,"240 S Beverly Dr, Beverly Hills, CA 90212, USA",14.37150604103,2
ee21ebda-a270-4f62-b81b-c960e148870b,936f1bfd-d048-4f65-a520-7c068f8e648e,e4e651c4-674f-4378-a7b0-4769a41bc5f3,how.kev.eats,https://www.tiktok.com/@how.kev.eats/video/7420134342866799915,"Does the best Lobster Roll in LA come from an abandoned gas station??? #mukbang #foodreview ","Finally trying what people are calling the best lobster roll in LA. This restaurant in an abandoned gas station only serves two things. A lobster roll and a lobster salad. Of course we have to drizzle some butter and some lemon. This looks amazing. Daddy chill. The lobster is so fresh and clean. Beautiful oceanic essence. This is simplicity at its finest. Bread's a little sweet, perfectly toasted. He actually puts a ton of lobster on it. Oh my god. I really was talking about this coleslaw as well. Mmm. It's maybe a hot take, but coleslaw on its own typically tastes like ass. This one's actually really good potato chips dipped in some sort of mayo. This mayonnaise is outstanding. I think it's freshly made. It's kind of like a nice silkeness to it. A little bit of a lobster in that mayo. This is a must-try another. Next up we have their lobster salad, a zonmic vinaigrette. This actually looks really good. Again, the actual lobster is great. I would just never get this over the lobster roll. We got a nice beautiful claw here. Some butter. Ah-ha-ha. Lobster on a potato chip. Probably would never get the salad again, although the lobster is great in it. Salad would give a 7.1 out of 10. Lobster roll itself, giving a 9.3 out of 10. I think I'm in West Hollywood. This place is called Royal Lobster. It's delicious.",5500000,453000,23200,35500,Royal Lobster LA,"4450 Beverly Blvd, Los Angeles, CA 90004, USA",6.33478412697,3
ee21ebda-a270-4f62-b81b-c960e148870b,37120207-37b9-4b79-81dc-f1c22e45c590,776f93dd-67a1-4eac-85cf-a21794c2950c,how.kev.eats,https://www.tiktok.com/@how.kev.eats/video/7538951972511059214,"Miya Miya Shawarma is some of the best Shawarma I’ve had in LA. #foodreview #mukbang ","Finally trying the most viral shwarma in Los Angeles. This place, Mia Mia, only pops up one day a week. The owner is Jordanian, the shwarma is Syrian, and apparently it is the best in LA now. They have this bread that you could basically see through. And they grill it with beef talo to get crispy. And on the top they put garlic, shwarma, and pomegranate molasses. And that pomegranate molasses is apparently what makes it. The bread on the outside tastes like a buttery tortilla. I love that the inside of this is simple. It's just shwarma, garlic, and pickles, and a little bit more of that pomegranate molasses. This is pomegranate molasses on top of their garlic sauce. Apparently the spicy sauce is actually spicy. I put a pretty pussy-ass amount. That is really hot, but it has really, really good flavor too. These are the off the menu loaded fries. This has the shwarma, spicy sauce, garlic sauce, and they dust the top with salt tar. They get straight from Jordan. And the fries are also cooked in beef talo. Oh my god, bro. This might actually be the best bite here. If you come here and don't order this, you're an idiot. And lastly, what they call the Yazway, which is their non-spicy version. That tastes like buttery shwarma. They only pop up one day a week. It's on Friday at night on Olympic and Bundy. All around the French fries might have actually been my favorite part. I would give Mia Mia a whopping 8.9 out of 10. This is probably some of the best new food I've had in 2025. The Jordanian Zotar.",5200000,463900,50000,64700,Miya Miya Shawarma,"12101 W Olympic Blvd, Los Angeles, CA 90064, USA",19.64963860729,4
ee21ebda-a270-4f62-b81b-c960e148870b,93f6ea98-a191-4c23-a07c-5cdae0807301,513f0755-4d87-46c4-a299-c82b55627e4d,how.kev.eats,https://www.tiktok.com/@how.kev.eats/video/7568946856928103693,"This was surreal. Trying the Swing Inn Cafe with owner Dean Norris of Breaking Bad. #mukbang #foodreview ","First time having barbecue with a DEA agent. The one and only, Hank Schrader from Breaking Bad. Before we get started, I have to ask you one question. Yeah. What is it like being unorgably the greatest television show in history? It tell you it's such an honor. Man, we worked hard on it and we appreciate all the fans' support. And now, Dean has opened up the Swing and Cafe, which specializes in American barbecue. And first up, this is Hank Sausage. Did I just say this is Hank Sausage? This is Hank Sausage. Be just some of your own Sausage as well. I think that's true. Cheers. You do have a great Sausage. Thank you. Like, crispy on the outside. How do you get a crispy on the outside like that? That's my pit master, man. Elfanozo. Don't need 20 years. Take a chip, almost. Right. And next up, we have their brisket that takes 25 hours to make. Wow. Some pickled onions. Oh, yeah. They're super fatty. And obviously, very, very, very juicy. Next up, we have their signature mac and cheese top of bread crumbs served in a skillet. Mm. Being in the culinary game must be so different than acting. It is. It was a big learning curve. On the other hand, we're in the business to make people happy. Don't sleep on these beans, bro. Oh, my God. Pro move. Put beans on your mac and cheese. Oh, there you go. Have you ever had this? I haven't put them together, but that's a good idea. Dude, try that. Oh, hell yeah. Right? Yeah. Put brisket in our beans, too. And you said you're turkey. You said you were turkey. Yeah. I had Franklin's barbecue stew turkey. This is actually better than that. That's an amazing compliment. It's super juicy. Next, we have one of my favorites. I had any barbecue joint spare ribs. Super tender. Like a blowtorch stew butter. A little towards stew butter. I like that. I got one. That's a lot to go on. I have reviewed over three restaurants. Lastly, I am tackling this beautifully smoked chicken. You can also see on the back here how incredibly juicy it is. Oh, hell yeah. Yeah, that's a nice one, too. This is the beauty of smoking the chicken. It actually encases all of the juice inside. All around, I'll give the Swing-in Cafe in barbecue 8.5 out of 10. For me, that's an insanely high score. I love it. If you find yourself in Temecula, definitely come by. I'm telling you, you won't be disappointed. Thank you so much. Cheers, brother.",5100000,544800,30000,44200,Swing Inn Cafe & BBQ,"28676 Old Town Front St, Temecula, CA 92590, USA",118.95336418436,5
0e0de8d1-0964-4b25-9fa9-42c13dede118,8d75773a-a401-426f-8a5a-bb96c46ac8bf,ead634ce-b1fa-41aa-9659-c9eaeab3eca0,insta.noodls,https://www.tiktok.com/@insta.noodls/video/7065119701050903813,Reply to @sayiaaa  eating my way through the maruchan ramen box #ramen #box #creamychicken #foodtiktok,N/A,4700000,385700,2667,23000,Mr. Ramen,"341 1/2 1st St, Los Angeles, CA 90012, United States",0.45951916762,5
2ddd950c-e444-433a-8814-b6fdad5f56a6,451c71fb-cff0-4b40-9c71-9e3e27bda45b,032f31a2-e89a-4996-b134-3f82ea164f06,charweeezy,https://www.tiktok.com/@charweeezy/video/7192799438916685098,"Everything I Ate in a Day at Disneyland! #disneylandfood #disneylandeats #disneylandfoodie #disneylandfoodies #disneylandfoods #disneyfoodie ","[00:00-00:02] This is everything I ate at Disneyland. [00:02-00:05] I started my morning off strong with this turkey leg [00:05-00:08] and then I washed it down with a corn on the cob. [00:08-00:10] I always loved this combo. [00:10-00:12] Then I had a churro. [00:12-00:16] Disneyland churros are just next level 1,000 out of 10. [00:16-00:18] I needed some energy in the middle of the day [00:18-00:21] so I got a plain black coffee, but that wasn't enough. [00:21-00:22] So I got a tavern cold brew. [00:22-00:26] This was so much better just because it had more sugar in it. [00:26-00:29] I also had these yummy french fries super crispy. [00:29-00:31] For dinner, we went to the blue bayou. [00:31-00:33] This was my first time dining here [00:33-00:35] and I'll make a separate video on whether or not it's worth it. [00:35-00:37] But we started off with our seasonal salad [00:37-00:39] and it was quite refreshing. [00:39-00:41] And of course I ordered their gumbo since it is [00:41-00:43] a new Orleans themed restaurant. [00:43-00:46] This kept me warm since the restaurant was so cold inside. [00:46-00:48] I ordered their filet mignon, which you can't [00:48-00:49] off the wrong with and their ahi tuna, [00:49-00:51] which I really liked. [00:51-00:53] The ahi tuna was cooked to perfection. [00:53-00:55] Since it was my sister's 21st birthday, [00:55-00:57] we ordered the chocolate birthday cake. [00:57-00:59] It was so moist, you have to get this if you go here.",1600000,106100,1133,0,Blue Bayou Restaurant,"1313 S Harbor Blvd, Anaheim, CA 92802, United States",40.06473201781,1
2ddd950c-e444-433a-8814-b6fdad5f56a6,46c2d761-5c4f-441d-a8e0-c79d447a8d70,1e6ab561-abc6-40fc-b6ce-fcc437ebebdc,charweeezy,https://www.tiktok.com/@charweeezy/video/7194601229375343915,"Disneyland’s Blue Bayou Restaurant Food Review! Is it worth it? #bluebayourestaurant #disneylandfood #disneylandfoodies #disneylandfoodie #disneyland #disneyfood #disneyfoodie ","[00:00-00:05] Okay everyone, I'm here to report on whether or not dining at the Blue Bayou at Disneyland is worth it. [00:05-00:10] I made reservations three months in advance and I still had to wait 30 minutes for a seating. [00:10-00:13] Which is fine, you know it is the Blue Bayou. [00:13-00:17] It was so beautiful inside you can't see much because it's really dark in there. [00:17-00:22] And for those who don't know, the Blue Bayou restaurant is right inside the Pyrocytic Caribbean ride. [00:22-00:27] We started off with some alcohol. This is their Hurricane cocktail and some red wine. [00:27-00:31] This is one of the only restaurants that serve alcohol inside Disneyland. [00:32-00:34] Then we started off with their seasonal salad. [00:34-00:40] This salad had early tomatoes and watermelon and it was quite refreshing. [00:40-00:43] This restaurant's also a new Orland steam so we got their gumbo. [00:43-00:47] This gumbo really kept me warm because it is quite cold inside the restaurant. [00:47-00:50] So there's a tip for an adjacking if you're going to dine here. [00:50-00:52] My dad ordered their jumbo laya. [00:52-00:56] I got jumbo laya in New Orleans and I thought this was okay. [00:56-00:59] I would give it like a 6 out of 10. The chicken was a little dry. [00:59-01:02] Then we ordered the filet mignon with some roasted potatoes. [01:02-01:05] I really like this dish. You can't go wrong with steak. [01:05-01:08] I personally ordered their Agi tuna plate and I loved it. [01:08-01:10] It came with like this coconutty rice. [01:11-01:13] And the Agi tuna was cooked to perfection. [01:14-01:18] We went here to celebrate my sister's 21st birthday so we got the happy birthday chocolate cake. [01:18-01:21] And if you can, you have to get this cake. It's so good. [01:21-01:23] Yes, I think it's worth thining here for sure.",608600,30500,4750,0,Blue Bayou Restaurant,"1313 S Harbor Blvd, Anaheim, CA 92802, United States",40.06473201781,2
2faa9d36-0a41-4bf0-8239-fcf79589891e,4131c4c1-bba5-41d1-ab4f-880ea90aa1ed,4ee6c0cc-8c0a-424b-b4df-61b3d7d60d6d,allie.eats,https://www.tiktok.com/@allie.eats/video/7234305899303783726,"The highly requested @Erewhon Market White Bean & Kale Salad 🥗Bc why pay $14 for a small portion when you can make it at home 💁🏻‍♀️ #foodie #foodtiktok #easyrecipe #quickrecipes #vegetarian #vegan #homecooking #saladrecipe #healthyrecipes #erewhon  ","I eat this every day. Everyone, white bean and kale salad. Golden",555200,15500,1479,10300,Erewhon Grove,"7660 Beverly Blvd A, Los Angeles, CA 90036, United States",10.74508642341,1
09904c92-652f-429f-861c-c854c9602580,5a9c8de2-6812-4ddb-b66a-e0a21527d542,9980ee37-4a85-4ec3-aec6-c5c1cc309921,aarnvrr,https://www.tiktok.com/@aarnvrr/video/7266930382744849669,"sub sandwiches from imperial sub 🥪 #tiktokfood #foodtiktok #subs #sandwiches #sandwichtiktok #sandwichtok #imperialsub #submarinesandwich #iykyk ","00:00:05 
Anastasia is the one

00:00:06 
in the video

00:00:07 
she's been running

00:00:08 
the shop for decades.

00:00:09 
She moved from Toronto

00:00:11 
the County and opened up

00:00:12 
Imperial right beside

00:00:13 
a gas station.

00:00:15 
Forty-odd years later

00:00:16 
and she's still here.

00:00:17 
This place comes

00:00:19 
without the frills

00:00:19 
but that's how you

00:00:20 
know it's good.

00:00:21 
Expect the usual suspects

00:00:23 
cold cuts,

00:00:24 
veggies, housemade

00:00:25 
and microwaved bacon.

00:00:28 
It’s similar to how

00:00:29 
Belly Busters does

00:00:30 
it and a sign

00:00:31 
in my opinion

00:00:32 
of an expertly assembled

00:00:33 
sandwich.

00:00:34 
This place isn't trying to

00:00:35 
be anything but itself,

00:00:36 
which is probably the

00:00:37 
reason it's been

00:00:38 
here for so long.

00:00:39 
Shoutout to Anastasia for

00:00:40 
the free baklava and this

00:00:41 
incredible Garfield poster.",486300,41600,603,1340,12th and Imperial sub,"1255 Imperial Ave, San Diego, CA 92113, United States",180.53469217858,1
169fff36-f5e8-412d-9d94-a79717fd8de6,2c2ad6a1-4e70-4a06-ace1-13abf007d7a7,53f05e0f-061f-4291-a679-9a86b62e3790,darnitdamon,https://www.tiktok.com/@darnitdamon/video/7492165778439949599,#ad at the most beautiful @Denny’s Diner ever to get BOGO for $1 Grand Slam or All American Slam (dine-in only until May 9) #DennysPartner #BOGO #whatieatinday,"I'm in Palm Springs and I think I just visited the most beautiful Denny's ever, but we are fighting for allies after one of the best, but also very expensive weekends ever, so I'm excited for the spy one get one for $1 grand slam or all American slam deal at Denny's. You can get double the pancakes, double the eggs, double the hash browns, double the bacon, and double the breakfast sausage, and I have to say this was a very healing experience for all of us. My friends also helped me assemble the perfect bite where they can contribute one ingredient, and luckily nobody tried to sabotage me. But we also decided to get some chicken tenders and ended with a sweet treat, but yeah, the offer is only available for a limited time, so come in before me knife. Okay, bye.",432100,1554,31,73,Denny's Restaurant,"1201 N Palm Canyon Dr, Palm Springs, CA 92262, USA",158.59973146955,1
